Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Orange Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - White Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Syngas
chiselsandbits:block_bit:0, Chiseled Bit - Molten Manyullyn
chiselsandbits:block_bit:0, Chiseled Bit - fluid.mfr.mobessence.still.name
chiselsandbits:block_bit:0, Chiseled Bit - Crude Oil
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Lubricant
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam
chiselsandbits:block_bit:0, Chiseled Bit - Nitrogen
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Glass
chiselsandbits:block_bit:0, Chiseled Bit - IC2 Hot Coolant
chiselsandbits:block_bit:0, Chiseled Bit - Biodiesel
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Weed-Ex
chiselsandbits:block_bit:0, Chiseled Bit - Ethanol
chiselsandbits:block_bit:0, Chiseled Bit - Heavy Water
chiselsandbits:block_bit:0, Chiseled Bit - Molten Clay
chiselsandbits:block_bit:0, Chiseled Bit - Steam
chiselsandbits:block_bit:0, Chiseled Bit - Superheated Steam
chiselsandbits:block_bit:0, Chiseled Bit - Seared Stone
chiselsandbits:block_bit:0, Chiseled Bit - Hydrogen
chiselsandbits:block_bit:0, Chiseled Bit - Rocket Fuel
chiselsandbits:block_bit:0, Chiseled Bit - Oxygen
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Gelid Cryotheum
chiselsandbits:block_bit:0, Chiseled Bit - Canola Oil
chiselsandbits:block_bit:0, Chiseled Bit - Milk
chiselsandbits:block_bit:0, Chiseled Bit - Molten Iron
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Protein
chiselsandbits:block_bit:0, Chiseled Bit - Molten Aluminum Brass
chiselsandbits:block_bit:0, Chiseled Bit - Life Essence
chiselsandbits:block_bit:0, Chiseled Bit - Molten Gold
chiselsandbits:block_bit:0, Chiseled Bit - Pahoehoe Lava
chiselsandbits:block_bit:0, Chiseled Bit - Gasoline
chiselsandbits:block_bit:0, Chiseled Bit - Molten Blood Infused Iron
chiselsandbits:block_bit:0, Chiseled Bit - Molten Nickel
chiselsandbits:block_bit:0, Chiseled Bit - Sludge
chiselsandbits:block_bit:0, Chiseled Bit - Meat
chiselsandbits:block_bit:0, Chiseled Bit - Steam
chiselsandbits:block_bit:0, Chiseled Bit - Molten Steel
chiselsandbits:block_bit:0, Chiseled Bit - Molten Ardite
chiselsandbits:block_bit:0, Chiseled Bit - Molten Copper
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Purple Slime
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Sewage
chiselsandbits:block_bit:0, Chiseled Bit - Plant Oil
chiselsandbits:block_bit:0, Chiseled Bit - Creosote Oil
chiselsandbits:block_bit:0, Chiseled Bit - Blazing Pyrotheum
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Liquid DNA
chiselsandbits:block_bit:0, Chiseled Bit - Molten Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Resonant Ender
chiselsandbits:block_bit:0, Chiseled Bit - Molten Brass
chiselsandbits:block_bit:0, Chiseled Bit - Distilled Water
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Oil
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Molten Tin
chiselsandbits:block_bit:0, Chiseled Bit - Molten Aluminum
chiselsandbits:block_bit:0, Chiseled Bit - Fruit Juice
chiselsandbits:block_bit:0, Chiseled Bit - Honey
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Hydrogen
chiselsandbits:block_bit:0, Chiseled Bit - Molten Constantan
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Molten Bronze
chiselsandbits:block_bit:0, Chiseled Bit - Molten Lead
chiselsandbits:block_bit:0, Chiseled Bit - Mutagen
chiselsandbits:block_bit:0, Chiseled Bit - Molten Pigiron
chiselsandbits:block_bit:0, Chiseled Bit - BioFuel
chiselsandbits:block_bit:0, Chiseled Bit - Seed Oil
chiselsandbits:block_bit:0, Chiseled Bit - Biogas
chiselsandbits:block_bit:0, Chiseled Bit - Biomass
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Oxygen
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - fluid.mfr.mushroomsoup.still.name
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Molten Emerald
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Blue Slime
chiselsandbits:block_bit:0, Chiseled Bit - Primal Mana
chiselsandbits:block_bit:0, Chiseled Bit - Tectonic Petrotheum
chiselsandbits:block_bit:0, Chiseled Bit - Crushed Ice
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Molten Silver
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Oil
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Short Mead
chiselsandbits:block_bit:0, Chiseled Bit - fluid.mfr.pinkslime.still.name
chiselsandbits:block_bit:0, Chiseled Bit - Biomass
chiselsandbits:block_bit:0, Chiseled Bit - Destabilized Redstone
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Molten Knightslime
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Air
chiselsandbits:block_bit:0, Chiseled Bit - Diesel
chiselsandbits:block_bit:0, Chiseled Bit - fluid.mfr.chocolatemilk.still.name
chiselsandbits:block_bit:0, Chiseled Bit - Crystallized Oil
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Dirt
chiselsandbits:block_bit:0, Chiseled Bit - UU-Matter
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Molten Cobalt
chiselsandbits:block_bit:0, Chiseled Bit - Energized Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Ethanol
chiselsandbits:block_bit:0, Chiseled Bit - IC2 Coolant
chiselsandbits:block_bit:0, Chiseled Bit - Molten Electrum
chiselsandbits:block_bit:0, Chiseled Bit - Zephyrean Aerotheum
chiselsandbits:block_bit:0, Chiseled Bit - Molten Uranium
chiselsandbits:block_bit:0, Chiseled Bit - Hotspring Water
chiselsandbits:block_bit:0, Chiseled Bit - Molten Zinc
chiselsandbits:tape_measure, Tape Measure
chiselsandbits:bittank, Chiseled Fluid Bit Tank
chiselsandbits:chiseled_wood, Chiseled Wood
chiselsandbits:chiseled_rock, Chiseled Rock
chiselsandbits:chiseled_iron, Chiseled Metal
chiselsandbits:chiseled_cloth, Chiseled Cloth
chiselsandbits:chiseled_ice, Chiseled Ice
chiselsandbits:chiseled_packedIce, Chiseled Packed Ice
chiselsandbits:chiseled_clay, Chiseled Clay
chiselsandbits:chiseled_glass, Chiseled Glass
chiselsandbits:chiseled_sand, Chiseled Sand
chiselsandbits:chiseled_ground, Chiseled Ground
chiselsandbits:chiseled_grass, Chiseled Grass
chiselsandbits:chiseled_snow, Chiseled Snow
chiselsandbits:chiseled_fluid, Chiseled Fluid
chiselsandbits:chiseled_leaves, Chiseled Leaves
cookingforblockheads:cookingTable, Cooking Table
cookingforblockheads:oven, Oven
cookingforblockheads:fridge, Fridge
cookingforblockheads:sink, Sink
cookingforblockheads:toolRack, Tool Rack
cookingforblockheads:toaster, Toaster
cookingforblockheads:milkJar, Milk Jar
cookingforblockheads:cowJar, Cow in a Jar
cookingforblockheads:spiceRack, Spice Rack
cookingforblockheads:counter, Kitchen Counter
cookingforblockheads:recipeBook:0, Cooking for Blockheads
cookingforblockheads:recipeBook:1, Cooking for Blockheads I
cookingforblockheads:recipeBook:2, Cooking for Blockheads II
cyberware:blueprintArchive, Blueprint Archive
cyberware:componentBox, Component Box
cyberware:surgery, Robosurgeon
cyberware:surgeryChamber, Surgery Chamber
cyberware:charger, Cyberware Charger
cyberware:engineeringTable, Cyberware Engineering Table
cyberware:scanner, Cyberware Scanner
cyberware:beacon, Radio Kit
cyberware:beaconLarge, Radio Beacon
cyberware:radioPost, Radio Tower Component
cyberware:neuropozyne, Neuropozyne
cyberware:blueprint:1, Blank Blueprint
cyberware:component:0, Actuator
cyberware:component:1, Bioreactor
cyberware:component:2, Titanium Mesh
cyberware:component:3, Solid-State Circuitry
cyberware:component:4, Chrome Plating
cyberware:component:5, Fiber Optics
cyberware:component:6, Fullerene Microstructures
cyberware:component:7, Synthetic Nerves
cyberware:component:8, Storage Cell
cyberware:component:9, Microelectric Cells
cyberware:shades, Mirrorshades
cyberware:shades2, Round Mirrorshades
cyberware:jacket, Biker Jacket
cyberware:trenchcoat, Trenchcoat
cyberware:katana, Katana
cyberware:bodyPart:0, Human Eyes
cyberware:bodyPart:1, Human Brain
cyberware:bodyPart:2, Human Heart
cyberware:bodyPart:3, Human Lungs
cyberware:bodyPart:4, Human Stomach
cyberware:bodyPart:5, Human Skin
cyberware:bodyPart:6, Human Muscles
cyberware:bodyPart:7, Human Bones
cyberware:bodyPart:8, Human Left Arm
cyberware:bodyPart:9, Human Right Arm
cyberware:bodyPart:10, Human Left Leg
cyberware:bodyPart:11, Human Right Leg
cyberware:cybereyes, Cybereyes
cyberware:cybereyeUpgrades:0, Enhanced Low-Light Vision
cyberware:cybereyeUpgrades:1, Liquid Refraction Calibrator
cyberware:cybereyeUpgrades:2, Hudjack
cyberware:cybereyeUpgrades:3, Targeting Overlay
cyberware:cybereyeUpgrades:4, Distance Enhancer
cyberware:eyeUpgrades:0, Hudlens
cyberware:brainUpgrades:0, Cortical Stack
cyberware:brainUpgrades:1, Ender Jammer
cyberware:brainUpgrades:2, Consciousness Transmitter
cyberware:brainUpgrades:3, Neural Contextualizer
cyberware:brainUpgrades:4, Threat Matrix Calculator
cyberware:brainUpgrades:5, Cranial Broadcaster
cyberware:expCapsule, Experience Capsule
cyberware:cyberheart, Cardiomechanic Pump
cyberware:denseBattery, Ultradense Capacitor
cyberware:creativeBattery, Creative Capacitor
cyberware:heartUpgrades:0, Internal Defibrillator
cyberware:heartUpgrades:1, Platelet Dispatcher
cyberware:heartUpgrades:2, Stem Cell Synthesizer
cyberware:heartUpgrades:3, Cardiovascular Coupler
cyberware:lungsUpgrades:0, Compressed Oxygen Implant
cyberware:lungsUpgrades:1, Hyperoxygenation Boost
cyberware:lowerOrgansUpgrades:0, Liver Filter
cyberware:lowerOrgansUpgrades:1, Metabolic Generator
cyberware:lowerOrgansUpgrades:2, Internal Battery
cyberware:lowerOrgansUpgrades:3, Adrenaline Pump
cyberware:skinUpgrades:0, Solarskin
cyberware:skinUpgrades:1, Subdermal Spikes
cyberware:skinUpgrades:2, Synthetic Skin
cyberware:skinUpgrades:3, Targeted Immunosuppressant
cyberware:muscleUpgrades:0, Wired Reflexes
cyberware:muscleUpgrades:1, Myomer Muscle Replacement
cyberware:boneUpgrades:0, Bonelacing
cyberware:boneUpgrades:1, Citrate Enhancement
cyberware:boneUpgrades:2, Marrow Battery
cyberware:armUpgrades:0, Quickdraw Flywheels
cyberware:handUpgrades:0, Fine Manipulators
cyberware:handUpgrades:1, Retractable Claws
cyberware:handUpgrades:2, Reinforced Fist
cyberware:legUpgrades:0, Linear Actuators
cyberware:legUpgrades:1, Fall Bracers
cyberware:footUpgrades:0, Implanted Spurs
cyberware:footUpgrades:1, Aquatic Propulsion System
cyberware:footUpgrades:2, Deployable Wheels
cyberware:cyberlimbs:0, Left Cyberarm
cyberware:cyberlimbs:1, Right Cyberarm
cyberware:cyberlimbs:2, Left Cyberleg
cyberware:cyberlimbs:3, Right Cyberleg
earthworks:block_adobe, Adobe
earthworks:block_chalk, Chalk
earthworks:block_cinder, Cinder Blocks
earthworks:block_cob, Cob
earthworks:block_concrete, Concrete
earthworks:block_cordwood, Cordwood
earthworks:block_dry_stone, Dry Fitted Stone
earthworks:block_gabion_gravel, Gravel Gabion
earthworks:block_gabion_sand, Sand Gabion
earthworks:block_gabion_dirt, Dirt Gabion
earthworks:block_gabion_falling_gravel, tile.earthworks.block_gabion_falling_gravel.name
earthworks:block_gabion_falling_sand, tile.earthworks.block_gabion_falling_sand.name
earthworks:block_gabion_falling_dirt, tile.earthworks.block_gabion_falling_dirt.name
earthworks:block_mud, Mud
earthworks:block_mud_bottom, tile.earthworks.block_mud_bottom.name
earthworks:block_plaster, Lath and Plaster
earthworks:block_rammed_earth, Rammed Earth
earthworks:block_slate, Blue Slate
earthworks:block_slate_green, Green Slate
earthworks:block_slate_purple, Purple Slate
earthworks:block_slate_slab, Polished Blue Slate
earthworks:block_slate_slab_green, Polished Green Slate
earthworks:block_slate_slab_purple, Polished Purple Slate
earthworks:block_slate_shingle, Blue Slate Shingles
earthworks:block_slate_shingle_verte, Green Slate Shingles
earthworks:block_slate_shingle_purple, Purple Slate Shingles
earthworks:block_slate_tile, Blue Slate Tiles
earthworks:block_slate_tile_verte, Green Slate Tiles
earthworks:block_slate_tile_purple, Purple Slate Tiles
earthworks:block_timber, Oak Timber
earthworks:block_timber_birch, Birch Timber
earthworks:block_timber_spruce, Spruce Timber
earthworks:block_timber_jungle, Jungle Timber
earthworks:block_timber_acacia, Acacia Timber
earthworks:block_timber_dark_oak, Dark Oak Timber
earthworks:block_wattle, Wattle and Daub
earthworks:block_wicker, Wicker
earthworks:block_wood_shingle:0, Oak Wood Shakes
earthworks:block_wood_shingle:1, Spruce Wood Shakes
earthworks:block_wood_shingle:2, Birch Wood Shakes
earthworks:block_wood_shingle:3, Jungle Wood Shakes
earthworks:block_wood_shingle:4, Acacia Wood Shakes
earthworks:block_wood_shingle:5, Dark Oak Wood Shakes
earthworks:block_planks_vert:0, Vertical Oak Wood Planks
earthworks:block_planks_vert:1, Vertical Spruce Wood Planks
earthworks:block_planks_vert:2, Vertical Birch Wood Planks
earthworks:block_planks_vert:3, Vertical Jungle Wood Planks
earthworks:block_planks_vert:4, Vertical Acacia Wood Planks
earthworks:block_planks_vert:5, Vertical Dark Oak Wood Planks
earthworks:fence_planks_vert_oak, Vertical Oak Fence
earthworks:fence_planks_vert_spruce, Vertical Spruce Fence
earthworks:fence_planks_vert_birch, Vertical Birch Fence
earthworks:fence_planks_vert_jungle, Vertical Jungle Fence
earthworks:fence_planks_vert_acacia, Vertical Acacia Fence
earthworks:fence_planks_vert_dark_oak, Vertical Dark Oak Fence
earthworks:itemslab_adobe, Adobe Slab
earthworks:itemslab_chalk, Chalk Slab
earthworks:itemslab_cinder, Cinder Block Slab
earthworks:itemslab_cob, Cob Slab
earthworks:itemslab_concrete, Concrete Slab
earthworks:itemslab_cordwood, Cordwood Slab
earthworks:itemslab_dry_stone, Dry Fitted Stone Slab
earthworks:itemslab_gabion_gravel, Gravel Gabion Slab
earthworks:itemslab_gabion_sand, Sand Gabion Slab
earthworks:itemslab_gabion_dirt, Dirt Gabion Slab
earthworks:itemslab_mud, Mud Slab
earthworks:itemslab_planks_vert_oak, Vertical Oak Wood Slab
earthworks:itemslab_planks_vert_spruce, Vertical Spruce Wood Slab
earthworks:itemslab_planks_vert_birch, Vertical Birch Wood Slab
earthworks:itemslab_planks_vert_jungle, Vertical Jungle Wood Slab
earthworks:itemslab_planks_vert_acacia, Vertical Acacia Wood Slab
earthworks:itemslab_planks_vert_dark_oak, Vertical Dark Oak Wood Slab
earthworks:itemslab_plaster, Lath and Plaster Slab
earthworks:itemslab_rammed_earth, Rammed Earth Slab
earthworks:itemslab_slate, Blue Slate Slab
earthworks:itemslab_slate_green, Green Slate Slab
earthworks:itemslab_slate_purple, Purple Slate Slab
earthworks:itemslab_slate_slab, Polished Blue Slate Slab
earthworks:itemslab_slate_slab_green, Polished Green Slate Slab
earthworks:itemslab_slate_slab_purple, Polished Purple Slate Slab
earthworks:itemslab_slate_shingle, Blue Slate Shingles Slab
earthworks:itemslab_slate_shingle_verte, Green Slate Shingles Slab
earthworks:itemslab_slate_shingle_purple, Purple Slate Shingles Slab
earthworks:itemslab_slate_tile, Blue Slate Tiles Slab
earthworks:itemslab_slate_tile_verte, Green Slate Tiles Slab
earthworks:itemslab_slate_tile_purple, Purple Slate Tiles Slab
earthworks:itemslab_timber, Oak Timber Slab
earthworks:itemslab_timber_birch, Birch Timber Slab
earthworks:itemslab_timber_spruce, Spruce Timber Slab
earthworks:itemslab_timber_jungle, Jungle Timber Slab
earthworks:itemslab_timber_acacia, Acacia Timber Slab
earthworks:itemslab_timber_dark_oak, Dark Oak Timber Slab
earthworks:itemslab_wattle, Wattle and Daub Slab
earthworks:itemslab_wicker, Wicker Slab
earthworks:itemslab_wood_shingle_oak, Oak Wood Shakes Slab
earthworks:itemslab_wood_shingle_spruce, Spruce Wood Shakes Slab
earthworks:itemslab_wood_shingle_birch, Birch Wood Shakes Slab
earthworks:itemslab_wood_shingle_jungle, Jungle Wood Shakes Slab
earthworks:itemslab_wood_shingle_acacia, Acacia Wood Shakes Slab
earthworks:itemslab_wood_shingle_dark_oak, Dark Oak Wood Shakes Slab
earthworks:stair_adobe, Adobe Stairs
earthworks:stair_chalk, Chalk Stairs
earthworks:stair_cinder, Cinder Block Stairs
earthworks:stair_cob, Cob Stairs
earthworks:stair_concrete, Concrete Stairs
earthworks:stair_cordwood, Cordwood Stairs
earthworks:stair_dry_stone, Dry Fitted Stone Stairs
earthworks:stair_gabion_gravel, Gravel Gabion Stairs
earthworks:stair_gabion_sand, Sand Gabion Stairs
earthworks:stair_gabion_dirt, Dirt Gabion Stairs
earthworks:stair_mud, Mud Stairs
earthworks:stair_planks_vert_oak, Vertical Oak Wood Stairs
earthworks:stair_planks_vert_spruce, Vertical Spruce Wood Stairs
earthworks:stair_planks_vert_birch, Vertical Birch Wood Stairs
earthworks:stair_planks_vert_jungle, Vertical Jungle Wood Stairs
earthworks:stair_planks_vert_acacia, Vertical Acacia Wood Stairs
earthworks:stair_planks_vert_dark_oak, Vertical Dark Oak Wood Stairs
earthworks:stair_plaster, Lath and Plaster Stairs
earthworks:stair_rammed_earth, Rammed Earth Stairs
earthworks:stair_slate, Blue Slate Stairs
earthworks:stair_slate_green, Green Slate Stairs
earthworks:stair_slate_purple, Purple Slate Stairs
earthworks:stair_slate_slab, Polished Blue Slate Stairs
earthworks:stair_slate_slab_green, Polished Green Slate Stairs
earthworks:stair_slate_slab_purple, Polished Purple Slate Stairs
earthworks:stair_slate_shingle, Blue Slate Shingles Stairs
earthworks:stair_slate_shingle_verte, Green Slate Shingles Stairs
earthworks:stair_slate_shingle_purple, Purple Slate Shingles Stairs
earthworks:stair_slate_tile, Blue Slate Tiles Stairs
earthworks:stair_slate_tile_verte, Green Slate Tiles Stairs
earthworks:stair_slate_tile_purple, Purple Slate Tiles Stairs
earthworks:stair_timber, Oak Timber Stairs
earthworks:stair_timber_spruce, Spruce Timber Stairs
earthworks:stair_timber_birch, Birch Timber Stairs
earthworks:stair_timber_jungle, Jungle Timber Stairs
earthworks:stair_timber_acacia, Acacia Timber Stairs
earthworks:stair_timber_dark_oak, Dark Oak Timber Stairs
earthworks:stair_wattle, Wattle and Daub Stairs
earthworks:stair_wicker, Wicker Stairs
earthworks:stair_wood_shingle_oak, Oak Wood Shakes Stairs
earthworks:stair_wood_shingle_spruce, Spruce Wood Shakes Stairs
earthworks:stair_wood_shingle_birch, Birch Wood Shakes Stairs
earthworks:stair_wood_shingle_jungle, Jungle Wood Shakes Stairs
earthworks:stair_wood_shingle_acacia, Acacia Wood Shakes Stairs
earthworks:stair_wood_shingle_dark_oak, Dark Oak Wood Shakes Stairs
earthworks:wall_adobe, Adobe Wall
earthworks:wall_chalk, Chalk Wall
earthworks:wall_cinder, Cinder Block Wall
earthworks:wall_cob, Cob Wall
earthworks:wall_concrete, Concrete Wall
earthworks:wall_cordwood, Cordwood Wall
earthworks:wall_dry_stone, Dry Fitted Stone Wall
earthworks:wall_gabion_gravel, Gravel Gabion Wall
earthworks:wall_gabion_sand, Sand Gabion Wall
earthworks:wall_gabion_dirt, Dirt Gabion Wall
earthworks:wall_mud, Mud Wall
earthworks:wall_plaster, Lath and Plaster Wall
earthworks:wall_rammed_earth, Rammed Earth Wall
earthworks:wall_slate, Blue Slate Wall
earthworks:wall_slate_green, Green Slate Wall
earthworks:wall_slate_purple, Purple Slate Wall
earthworks:wall_slate_slab, Polished Blue Slate Wall
earthworks:wall_slate_slab_green, Polished Green Slate Wall
earthworks:wall_slate_slab_purple, Polished Purple Slate Wall
earthworks:wall_slate_shingle, Blue Slate Shingles Wall
earthworks:wall_slate_shingle_verte, Green Slate Shingles Wall
earthworks:wall_slate_shingle_purple, Purple Slate Shingles Wall
earthworks:wall_slate_tile, Blue Slate Tiles Wall
earthworks:wall_slate_tile_verte, Green Slate Tiles Wall
earthworks:wall_slate_tile_purple, Purple Slate Tiles Wall
earthworks:wall_timber, Oak Timber Wall
earthworks:wall_timber_spruce, Spruce Timber Wall
earthworks:wall_timber_birch, Birch Timber Wall
earthworks:wall_timber_jungle, Jungle Timber Wall
earthworks:wall_timber_acacia, Acacia Timber Wall
earthworks:wall_timber_dark_oak, Dark Oak Timber Wall
earthworks:wall_wattle, Wattle and Daub Wall
earthworks:wall_wicker, Wicker Wall
earthworks:wall_wood_shingle_oak, Oak Wood Shakes Wall
earthworks:wall_wood_shingle_spruce, Spruce Wood Shakes Wall
earthworks:wall_wood_shingle_birch, Birch Wood Shakes Wall
earthworks:wall_wood_shingle_jungle, Jungle Wood Shakes Wall
earthworks:wall_wood_shingle_acacia, Acacia Wood Shakes Wall
earthworks:wall_wood_shingle_dark_oak, Dark Oak Wood Shakes Wall
earthworks:daub_cob_arrow0, Timber Framed Wattle and Daub
earthworks:daub_cob_arrow1, Timber Framed Wattle and Daub
earthworks:daub_cob_arrow2, Timber Framed Wattle and Daub
earthworks:daub_cob_arrow3, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor0, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor1, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor2, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor3, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor4, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor5, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor6, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor7, Timber Framed Wattle and Daub
earthworks:daub_cob_bottom_l, Timber Framed Wattle and Daub
earthworks:daub_cob_bottom, Timber Framed Wattle and Daub
earthworks:daub_cob_bottom_r, Timber Framed Wattle and Daub
earthworks:daub_cob_left, Timber Framed Wattle and Daub
earthworks:daub_cob_parallel_hor, Timber Framed Wattle and Daub
earthworks:daub_cob_parallel_vert, Timber Framed Wattle and Daub
earthworks:daub_cob_right, Timber Framed Wattle and Daub
earthworks:daub_cob_slash_back, Timber Framed Wattle and Daub
earthworks:daub_cob_slash, Timber Framed Wattle and Daub
earthworks:daub_cob_square, Timber Framed Wattle and Daub
earthworks:daub_cob_square_x, Timber Framed Wattle and Daub
earthworks:daub_cob_top_l, Timber Framed Wattle and Daub
earthworks:daub_cob_top, Timber Framed Wattle and Daub
earthworks:daub_cob_top_r, Timber Framed Wattle and Daub
earthworks:daub_cob_triangle0, Timber Framed Wattle and Daub
earthworks:daub_cob_triangle1, Timber Framed Wattle and Daub
earthworks:daub_cob_triangle2, Timber Framed Wattle and Daub
earthworks:daub_cob_triangle3, Timber Framed Wattle and Daub
earthworks:daub_cob_xbottom, Timber Framed Wattle and Daub
earthworks:daub_cob_xdoor0, Timber Framed Wattle and Daub
earthworks:daub_cob_xdoor1, Timber Framed Wattle and Daub
earthworks:daub_cob_xdoor2, Timber Framed Wattle and Daub
earthworks:daub_cob_xdoor3, Timber Framed Wattle and Daub
earthworks:daub_cob_xleft, Timber Framed Wattle and Daub
earthworks:daub_cob_x, Timber Framed Wattle and Daub
earthworks:daub_cob_xright, Timber Framed Wattle and Daub
earthworks:daub_cob_xtop, Timber Framed Wattle and Daub
earthworks:plaster_arrow0, Timber Framed Lath and Plaster
earthworks:plaster_arrow1, Timber Framed Lath and Plaster
earthworks:plaster_arrow2, Timber Framed Lath and Plaster
earthworks:plaster_arrow3, Timber Framed Lath and Plaster
earthworks:plaster_barndoor0, Timber Framed Lath and Plaster
earthworks:plaster_barndoor1, Timber Framed Lath and Plaster
earthworks:plaster_barndoor2, Timber Framed Lath and Plaster
earthworks:plaster_barndoor3, Timber Framed Lath and Plaster
earthworks:plaster_barndoor4, Timber Framed Lath and Plaster
earthworks:plaster_barndoor5, Timber Framed Lath and Plaster
earthworks:plaster_barndoor6, Timber Framed Lath and Plaster
earthworks:plaster_barndoor7, Timber Framed Lath and Plaster
earthworks:plaster_bottom_l, Timber Framed Lath and Plaster
earthworks:plaster_bottom, Timber Framed Lath and Plaster
earthworks:plaster_bottom_r, Timber Framed Lath and Plaster
earthworks:plaster_left, Timber Framed Lath and Plaster
earthworks:plaster_parallel_hor, Timber Framed Lath and Plaster
earthworks:plaster_parallel_vert, Timber Framed Lath and Plaster
earthworks:plaster_right, Timber Framed Lath and Plaster
earthworks:plaster_slash_back, Timber Framed Lath and Plaster
earthworks:plaster_slash, Timber Framed Lath and Plaster
earthworks:plaster_square, Timber Framed Lath and Plaster
earthworks:plaster_square_x, Timber Framed Lath and Plaster
earthworks:plaster_top_l, Timber Framed Lath and Plaster
earthworks:plaster_top, Timber Framed Lath and Plaster
earthworks:plaster_top_r, Timber Framed Lath and Plaster
earthworks:plaster_triangle0, Timber Framed Lath and Plaster
earthworks:plaster_triangle1, Timber Framed Lath and Plaster
earthworks:plaster_triangle2, Timber Framed Lath and Plaster
earthworks:plaster_triangle3, Timber Framed Lath and Plaster
earthworks:plaster_xbottom, Timber Framed Lath and Plaster
earthworks:plaster_xdoor0, Timber Framed Lath and Plaster
earthworks:plaster_xdoor1, Timber Framed Lath and Plaster
earthworks:plaster_xdoor2, Timber Framed Lath and Plaster
earthworks:plaster_xdoor3, Timber Framed Lath and Plaster
earthworks:plaster_xleft, Timber Framed Lath and Plaster
earthworks:plaster_x, Timber Framed Lath and Plaster
earthworks:plaster_xright, Timber Framed Lath and Plaster
earthworks:plaster_xtop, Timber Framed Lath and Plaster
earthworks:item_adobe, Adobe Brick
earthworks:item_cob, Cob Ball
earthworks:item_lime_plaster, Lime Plaster
earthworks:item_mud, Mud Ball
earthworks:item_chalk, Chalk Dust
earthworks:item_quicklime, Quicklime
earthworks:item_slaked_lime, Slaked Lime
earthworks:item_timber, Timber Framing
earthworks:tool_square, Square
earthworks:tool_hand_axe, Handaxe
earthworks:tool_adz, Adz
earthworks:tool_compass, Compass
earthworks:tool_froe, Froe
earthworks:tool_hand_planer, Planer
earthworks:tool_level, Level
earthworks:tool_saw, Saw
